file,path,line,come,vul,vultype,version,gpt_response_valid,is_fixed,is_correctly_fixed
0x02875851520ae6bc91b5e5d2885ae88d49017ff1,/home/hjh/Desktop/test/sguardplus/sum/0x02875851520ae6bc91b5e5d2885ae88d49017ff1.sol,199.0,rlrep,5,unchecked_low_level_calls,^0.4.23,TRUE,TRUE,FALSE(.call->.send)
0x02f63293d2028a6de37f1d9545e66246a0a45911,/home/hjh/Desktop/test/sguardplus/sum/0x02f63293d2028a6de37f1d9545e66246a0a45911.sol,199.0,rlrep,20,Arithmetic,^ 0.4.11,TRUE,TRUE,FALSE(safemath)
0x03c9458cef76439365cb1b4c44ea307c8e990b81,/home/hjh/Desktop/test/sguardplus/sum/0x03c9458cef76439365cb1b4c44ea307c8e990b81.sol,199.0,rlrep,13,access_control,^0.4.25,TRUE,TRUE,FALSE（没有进行修改）
0x03f69791513022d8b67facf221b98243346df7cb,/home/hjh/Desktop/test/sguardplus/sum/0x03f69791513022d8b67facf221b98243346df7cb.sol,199.0,rlrep,22,Arithmetic,^0.4.25,TRUE,FALSE（未引入safemath库）,FALSE(.mul在0.5版本以上才能防止溢出)
0x04037029b4f7fac106b7a3b88985d095e11fd091,/home/hjh/Desktop/test/sguardplus/sum/0x04037029b4f7fac106b7a3b88985d095e11fd091.sol,399.0,smartfix,140,access_control,^0.8.0,TRUE,TRUE,TRUE
0x0412ce6d21f100907910318e891ce965006790da,/home/hjh/Desktop/test/sguardplus/sum/0x0412ce6d21f100907910318e891ce965006790da.sol,199.0,rlrep,16,Arithmetic,^0.4.25	,TRUE,FALSE（未引入safemath库）,FALSE(.add在0.5版本以上才能防止溢出)
0x04ee4af9082746db738e7e5b49b733493a6bd81f,/home/hjh/Desktop/test/sguardplus/sum/0x04ee4af9082746db738e7e5b49b733493a6bd81f.sol,199.0,rlrep,9,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,TRUE
0x05238b667bfaefc6fd29c859171e422cd9ce0c36,/home/hjh/Desktop/test/sguardplus/sum/0x05238b667bfaefc6fd29c859171e422cd9ce0c36.sol,199.0,rlrep,49,access_control,^0.4.11,TRUE,TRUE,FALSE（没有进行修改）
0x0529663bd4d73d3dd06f90247d8c2e802755b7ec,/home/hjh/Desktop/test/sguardplus/sum/0x0529663bd4d73d3dd06f90247d8c2e802755b7ec.sol,199.0,rlrep,19,Reentrancy,^0.4.25,TRUE,TRUE,TRUE
0x0588383636469cb1509d146de7eaa96768906a83,/home/hjh/Desktop/test/sguardplus/sum/0x0588383636469cb1509d146de7eaa96768906a83.sol,199.0,rlrep,49,access_control,^0.4.11,TRUE,TRUE,FALSE（没有进行修改）
0x05d7c87cf85de4103635ec585b1e36cf240837b4,/home/hjh/Desktop/test/sguardplus/sum/0x05d7c87cf85de4103635ec585b1e36cf240837b4.sol,199.0,rlrep,18,Arithmetic,^0.4.25,TRUE,FLASE（版本原因，需要手动引入Safemath）,
0x05f6a05e0c8a8999510acc3a954340cc233a3caa,/home/hjh/Desktop/test/sguardplus/sum/0x05f6a05e0c8a8999510acc3a954340cc233a3caa.sol,199.0,rlrep,49,access_control,^0.4.11,TRUE,TRUE,FALSE（未完全修复漏洞）
0x05f8b281410c9327a1bbf508db380fd967c31df6,/home/hjh/Desktop/test/sguardplus/sum/0x05f8b281410c9327a1bbf508db380fd967c31df6.sol,399.0,smartfix,258,access_control,^0.4.16,TRUE,TRUE,FALSE（没有进行修改）
0x06f2fb2ce2cf9b996c68fc8d39372a275d43c37c,/home/hjh/Desktop/test/sguardplus/sum/0x06f2fb2ce2cf9b996c68fc8d39372a275d43c37c.sol,199.0,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE
0x06faa4d8157ba45baf2da5e7d02384225948d54f,/home/hjh/Desktop/test/sguardplus/sum/0x06faa4d8157ba45baf2da5e7d02384225948d54f.sol,199.0,rlrep,12,Arithmetic,^0.4.24,TRUE,FALSE（未引入safemath库）,FALSE
0x06faa4d8157ba45baf2da5e7d02384225948d54f,/home/hjh/Desktop/test/sguardplus/sum/0x06faa4d8157ba45baf2da5e7d02384225948d54f.sol,199.0,rlrep,13,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,FALSE
0x07419940b9a2d1eb54e123bd4853240ffac77186,/home/hjh/Desktop/test/sguardplus/sum/0x07419940b9a2d1eb54e123bd4853240ffac77186.sol,399.0,smartfix,50,access_control,^0.4.18,TRUE,FALSE,
0x079a09fda4ecd57f76a739152e88a8267a86c240,/home/hjh/Desktop/test/sguardplus/sum/0x079a09fda4ecd57f76a739152e88a8267a86c240.sol,399.0,rlrep,217,access_control,^0.4.25,TRUE,TRUE,TRUE
0x07b40ec7110b6baab2f1e916bd1d61ae8ef203a7,/home/hjh/Desktop/test/sguardplus/sum/0x07b40ec7110b6baab2f1e916bd1d61ae8ef203a7.sol,199.0,rlrep,19,access_control,^0.4.17,TRUE,TRUE,TRUE
0x083279e98e3b796ad1a25a103cb8b98f2929ca4c,/home/hjh/Desktop/test/sguardplus/sum/0x083279e98e3b796ad1a25a103cb8b98f2929ca4c.sol,199.0,rlrep,50,access_control,^0.4.24,TRUE,TRUE,TRUE
0x08a2246dcb48db6a5a9e1f6bc082752fceddd106,/home/hjh/Desktop/test/sguardplus/sum/0x08a2246dcb48db6a5a9e1f6bc082752fceddd106.sol,199.0,rlrep,32,access_control,^0.4.21,TRUE,TRUE,FALSE（没有进行修改）
0x0948d85e3ed03ae537eed0cd2398f2338082a8e7,/home/hjh/Desktop/test/sguardplus/sum/0x0948d85e3ed03ae537eed0cd2398f2338082a8e7.sol,599.0,rlrep,520,access_control,^0.4.18,TRUE,TRUE,TRUE
0x09e780855f195fcbb0b403a6676a4b34467ae510,/home/hjh/Desktop/test/sguardplus/sum/0x09e780855f195fcbb0b403a6676a4b34467ae510.sol,599.0,rlrep,475,access_control,^0.4.25,TRUE,TRUE,TRUE
0x09f5f9413cefd61044db02940540155507bdcc55,/home/hjh/Desktop/test/sguardplus/sum/0x09f5f9413cefd61044db02940540155507bdcc55.sol,199.0,rlrep,64,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,FALSE(.call->.send)
0x0a630de26e5b41eaef08741e74da4018a6c2e14c,/home/hjh/Desktop/test/sguardplus/sum/0x0a630de26e5b41eaef08741e74da4018a6c2e14c.sol,199.0,rlrep,28,unchecked_low_level_calls,^0.4.11,TRUE,TRUE,TRUE
0x0ad7e0259b7e80c13074d2e08790d3c263d13d81,/home/hjh/Desktop/test/sguardplus/sum/0x0ad7e0259b7e80c13074d2e08790d3c263d13d81.sol,799.0,smartfix,43,Reentrancy,0.6.12,TRUE,TRUE,TRUE
0x0adcae90088fae1007555733b4d3d63f24f4a2a3,/home/hjh/Desktop/test/sguardplus/sum/0x0adcae90088fae1007555733b4d3d63f24f4a2a3.sol,199.0,rlrep,20,Arithmetic,^0.4.11,TRUE,FALSE（未引入safemath库）,FALSE
0x0b6f6e073a08ab8fd458527c47ed83982ff26851,/home/hjh/Desktop/test/sguardplus/sum/0x0b6f6e073a08ab8fd458527c47ed83982ff26851.sol,199.0,rlrep,27,unchecked_low_level_calls,^0.4.11,TRUE,TRUE,TRUE
0x0b71bee14c6fb53ac5d452e429d57f5020106d3e,/home/hjh/Desktop/test/sguardplus/sum/0x0b71bee14c6fb53ac5d452e429d57f5020106d3e.sol,599.0,rlrep,205,access_control,^0.4.24,TRUE,TRUE,FALSE
0x0c5876bc9765ee15fc3378100c070453186db8f3,/home/hjh/Desktop/test/sguardplus/sum/0x0c5876bc9765ee15fc3378100c070453186db8f3.sol,199.0,rlrep,50,Arithmetic,^0.4.16,TRUE,FALSE（未引入safemath库）,FALSE
0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9,/home/hjh/Desktop/test/sguardplus/sum/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,199.0,SmartBugs,12,unchecked_low_level_calls,^0.4.10,TRUE,TRUE,TRUE
0x0cbe2df57ca9191b64a7af3baa3f946fa7df2f25,/home/hjh/Desktop/test/sguardplus/sum/0x0cbe2df57ca9191b64a7af3baa3f946fa7df2f25.sol,801.0,rlrep,402,unchecked_low_level_calls,^0.4.24,TRUE,"FALSE（错误的类型转换：bool型返回值，赋值给一个(bool,_)结构（高版本特性））",FALSE
0x0ce7f6686ece8186206e76fc7b76010189523c3b,/home/hjh/Desktop/test/sguardplus/sum/0x0ce7f6686ece8186206e76fc7b76010189523c3b.sol,199.0,rlrep,86,DoS,>=0.5.0,TRUE,TRUE,TRUE
0x0d0edbcf2c0da25ac9a79c9466989e46a8f96221,/home/hjh/Desktop/test/sguardplus/sum/0x0d0edbcf2c0da25ac9a79c9466989e46a8f96221.sol,199.0,smartfix,64,unchecked_low_level_calls,>=0.4.22 <0.7.0,TRUE,TRUE,TRUE
0x0d47d4aea9da60953fd4ae5c47d2165977c7fbea,/home/hjh/Desktop/test/sguardplus/sum/0x0d47d4aea9da60953fd4ae5c47d2165977c7fbea.sol,199.0,rlrep,31,unchecked_low_level_calls,^0.4.11,TRUE,TRUE,TRUE
0x0d5d4c289133ebf3eb685c183a930c1ee2ea4a4f,/home/hjh/Desktop/test/sguardplus/sum/0x0d5d4c289133ebf3eb685c183a930c1ee2ea4a4f.sol,199.0,rlrep,12,Reentrancy,^0.4.25,TRUE,TRUE,TRUE
0x0edf34a446966eda43bc71ca4627ed5847914025,/home/hjh/Desktop/test/sguardplus/sum/0x0edf34a446966eda43bc71ca4627ed5847914025.sol,399.0,smartfix,159,access_control,^0.7.0,TRUE,TRUE,TRUE
0x0f44ef14948994d9cae6a745bd46bf3122e60ac1,/home/hjh/Desktop/test/sguardplus/sum/0x0f44ef14948994d9cae6a745bd46bf3122e60ac1.sol,199.0,rlrep,88,unchecked_low_level_calls,0.5.8,TRUE,TRUE,TRUE
0x0f70108ada7de723bc7c111654bdd9a11bfef736,/home/hjh/Desktop/test/sguardplus/sum/0x0f70108ada7de723bc7c111654bdd9a11bfef736.sol,199.0,rlrep,15,unchecked_low_level_calls,^0.4.25,TRUE,"FALSE（错误的类型转换：bool型返回值，赋值给一个(bool,_)结构（高版本特性））",FALSE
0x0f7466e713b582630504dd39a72f6e15d2d052a9,/home/hjh/Desktop/test/sguardplus/sum/0x0f7466e713b582630504dd39a72f6e15d2d052a9.sol,199.0,rlrep,21,Arithmetic,^0.4.25,TRUE,FALSE（未引入safemath库）,FALSE
0x0f7524d64ceb92dae1d1a56b20b6d520134795d4,/home/hjh/Desktop/test/sguardplus/sum/0x0f7524d64ceb92dae1d1a56b20b6d520134795d4.sol,399.0,smartfix,56,access_control,^0.4.18,TRUE,FALSE,
0x0f7d5e9db2525b34682f474534b039016032ab17,/home/hjh/Desktop/test/sguardplus/sum/0x0f7d5e9db2525b34682f474534b039016032ab17.sol,599.0,rlrep,355,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,TRUE
0x10743f648d90f168bd54136bf3e430225713a61d,/home/hjh/Desktop/test/sguardplus/sum/0x10743f648d90f168bd54136bf3e430225713a61d.sol,199.0,rlrep,5,unchecked_low_level_calls,^0.4.23,TRUE,TRUE,TRUE
0x109d8d46f00528fd043d13984026d8a3f811dd26,/home/hjh/Desktop/test/sguardplus/sum/0x109d8d46f00528fd043d13984026d8a3f811dd26.sol,199.0,rlrep,20,unchecked_low_level_calls,^0.4.25,TRUE,TRUE,TRUE
0x10a451d62530e73adfd14f17e2340dd01c56923f,/home/hjh/Desktop/test/sguardplus/sum/0x10a451d62530e73adfd14f17e2340dd01c56923f.sol,599.0,rlrep,358,access_control,0.4.25,TRUE,TRUE,FALSE（改变原意）
0x10dabd1629502e1a3bd3ef9a4ddbff2c9ba0d15a,/home/hjh/Desktop/test/sguardplus/sum/0x10dabd1629502e1a3bd3ef9a4ddbff2c9ba0d15a.sol,199.0,rlrep,16,access_control,^0.4.18,TRUE,TRUE,TRUE
0x10daf24129aea895adf1814b9abefd66f0d3abe5,/home/hjh/Desktop/test/sguardplus/sum/0x10daf24129aea895adf1814b9abefd66f0d3abe5.sol,199.0,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE
0x132b29266cba8335fe0d929088a8a97d707a98e8,/home/hjh/Desktop/test/sguardplus/sum/0x132b29266cba8335fe0d929088a8a97d707a98e8.sol,199.0,rlrep,28,Arithmetic,^0.4.16,TRUE,FALSE（未引入safemath库）,FALSE
0x137fdd00e9a866631d8daf1a2116fb8df1ed07a7,/home/hjh/Desktop/test/sguardplus/sum/0x137fdd00e9a866631d8daf1a2116fb8df1ed07a7.sol,199.0,rlrep,134,unchecked_low_level_calls,^0.4.25,TRUE,FALSE（未定义的结构/变量：未定义的变量）,FALSE
0x1385862650b5ce0523c44f3e6ee961b8c49d4b5f,/home/hjh/Desktop/test/sguardplus/sum/0x1385862650b5ce0523c44f3e6ee961b8c49d4b5f.sol,199.0,rlrep,16,Arithmetic,^0.4.25	,TRUE,FALSE（未引入safemath库）,FALSE
0x13bf9d3fd9bdffd4904da96cef862ae5215945f0,/home/hjh/Desktop/test/sguardplus/sum/0x13bf9d3fd9bdffd4904da96cef862ae5215945f0.sol,199.0,rlrep,5,unchecked_low_level_calls,^0.4.23,TRUE,TRUE,TRUE
0x144becd85df89460579823fb7b0dfd763105102f,/home/hjh/Desktop/test/sguardplus/sum/0x144becd85df89460579823fb7b0dfd763105102f.sol,199.0,rlrep,45,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,FALSE（call->send）
0x14aa7e4c75979fa9eed5365190727b28232adc7a,/home/hjh/Desktop/test/sguardplus/sum/0x14aa7e4c75979fa9eed5365190727b28232adc7a.sol,199.0,rlrep,100,access_control,^0.4.16,TRUE,TRUE,TRUE
0x150dbfc384ba5c13c304efd2efee73cc57cc2c16,/home/hjh/Desktop/test/sguardplus/sum/0x150dbfc384ba5c13c304efd2efee73cc57cc2c16.sol,399.0,rlrep,129,access_control,0.4.25,TRUE,TRUE,FALSE（修改原本的modifier，导致语义改变）
0x15d0e6cedd8ecc39daa60c63a3a5830eeca7d720,/home/hjh/Desktop/test/sguardplus/sum/0x15d0e6cedd8ecc39daa60c63a3a5830eeca7d720.sol,199.0,rlrep,6,access_control,^0.4.19,TRUE,TRUE,FALSE(modifier没用)
0x1611ead58474528582420b089e9b3b55bc9af3c1,/home/hjh/Desktop/test/sguardplus/sum/0x1611ead58474528582420b089e9b3b55bc9af3c1.sol,399.0,rlrep,180,access_control,^0.4.24,TRUE,TRUE,TRUE
0x162774441fb7f8a1bde335dc7f5accd51aac0d91,/home/hjh/Desktop/test/sguardplus/sum/0x162774441fb7f8a1bde335dc7f5accd51aac0d91.sol,399.0,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE
0x16504ea42ffd2bd962108c2ea7cc4fb70106d8a8,/home/hjh/Desktop/test/sguardplus/sum/0x16504ea42ffd2bd962108c2ea7cc4fb70106d8a8.sol,199.0,rlrep,15,unchecked_low_level_calls,^0.4.11,TRUE,TRUE,TRUE
0x16b888fa2fc83043c3ad6d6c2780c8248461bb15,/home/hjh/Desktop/test/sguardplus/sum/0x16b888fa2fc83043c3ad6d6c2780c8248461bb15.sol,399.0,rlrep,163,access_control,^0.4.19,TRUE,TRUE,TRUE
0x16ba8a8c7cefb05c9a8dcb0bc04e05437081d228,/home/hjh/Desktop/test/sguardplus/sum/0x16ba8a8c7cefb05c9a8dcb0bc04e05437081d228.sol,199.0,rlrep,33,access_control,^0.4.25,TRUE,TRUE,TRUE
0x17114e96d507e478f738a5ad864f8c996c529fc7,/home/hjh/Desktop/test/sguardplus/sum/0x17114e96d507e478f738a5ad864f8c996c529fc7.sol,399.0,rlrep,194,access_control,^0.4.24,TRUE,TRUE,TRUE
0x1779715743db83628e3cd5f2aeea3177ab415621,/home/hjh/Desktop/test/sguardplus/sum/0x1779715743db83628e3cd5f2aeea3177ab415621.sol,399.0,rlrep,138,access_control,^0.4.19,TRUE,TRUE,TRUE
0x17f68886d00845867c154c912b4ccc506ec92fc7,/home/hjh/Desktop/test/sguardplus/sum/0x17f68886d00845867c154c912b4ccc506ec92fc7.sol,399.0,rlrep,45,access_control,^0.4.25,TRUE,TRUE,TRUE
0x184001d794a8c91def72b8a488b67cc907d4e5be,/home/hjh/Desktop/test/sguardplus/sum/0x184001d794a8c91def72b8a488b67cc907d4e5be.sol,199.0,rlrep,16,Arithmetic,^0.4.21,TRUE,FALSE（未引入safemath库）,FALSE
0x185c5cef4b4659f025e258bf385a0b444d33077b,/home/hjh/Desktop/test/sguardplus/sum/0x185c5cef4b4659f025e258bf385a0b444d33077b.sol,399.0,rlrep,215,access_control,^0.4.25,"FALSE(msg,sender=tx.origin确实没有意义，但是后续的iscontract()函数有意义，却也被删除了)",TRUE,FALSE
0x1939f518ff3b24aa728e023ba4991e282f80b466,/home/hjh/Desktop/test/sguardplus/sum/0x1939f518ff3b24aa728e023ba4991e282f80b466.sol,199.0,rlrep,71,unchecked_low_level_calls,^0.4.25,TRUE,TRUE,TRUE
0x19c320b43744254ebdbcb1f1bd0e2a3dc08e01dc,/home/hjh/Desktop/test/sguardplus/sum/0x19c320b43744254ebdbcb1f1bd0e2a3dc08e01dc.sol,599.0,smartfix,357,Reentrancy,^0.4.18,TRUE,TRUE,TRUE
0x1abf4b764501f27b2e6aa122e32fe52074b800e2,/home/hjh/Desktop/test/sguardplus/sum/0x1abf4b764501f27b2e6aa122e32fe52074b800e2.sol,199.0,rlrep,92,access_control,^0.4.25,TRUE,FALSE,TRUE
0x1ad392cb01caa44a1afdfca5b36434b0eb312420,/home/hjh/Desktop/test/sguardplus/sum/0x1ad392cb01caa44a1afdfca5b36434b0eb312420.sol,199.0,rlrep,12,Arithmetic,^0.4.11,TRUE,FALSE（未引入safemath库）,FALSE
0x1b5ed05690a6b04533f09185afe03ff2371835c2,/home/hjh/Desktop/test/sguardplus/sum/0x1b5ed05690a6b04533f09185afe03ff2371835c2.sol,199.0,rlrep,85,Arithmetic,^0.4.19,TRUE,FALSE（未引入safemath库）,FALSE
0x1c2389c0b8014be72e11849ec0aa790b03929e18,/home/hjh/Desktop/test/sguardplus/sum/0x1c2389c0b8014be72e11849ec0aa790b03929e18.sol,199.0,rlrep,32,access_control,^0.4.25,TRUE,TRUE,TRUE
0x1c46aa11ef347fe91603fdbd81f4600eb989ae38,/home/hjh/Desktop/test/sguardplus/sum/0x1c46aa11ef347fe91603fdbd81f4600eb989ae38.sol,199.0,rlrep,33,access_control,^0.4.25,TRUE,TRUE,TRUE
0x1c98eea5fe5e15d77feeabc0dfcfad32314fd481,/home/hjh/Desktop/test/sguardplus/sum/0x1c98eea5fe5e15d77feeabc0dfcfad32314fd481.sol,399.0,smartfix,56,Reentrancy,^0.4.19,TRUE,FALSE（未定义的结构/变量：函数使用和定义不一致）,TRUE
0x1c9be00d799132986edcd2d099b9f28e5757677c,/home/hjh/Desktop/test/sguardplus/sum/0x1c9be00d799132986edcd2d099b9f28e5757677c.sol,199.0,rlrep,169,access_control,^0.4.21,TRUE,TRUE,TRUE
0x1ca43a170bad619322e6f54d46b57e504db663aa,/home/hjh/Desktop/test/sguardplus/sum/0x1ca43a170bad619322e6f54d46b57e504db663aa.sol,399.0,rlrep,321,unchecked_low_level_calls,^0.4.25,TRUE,TRUE,TRUE
0x1cb2e74469db0ae44bedef0824f2e8573c06e888,/home/hjh/Desktop/test/sguardplus/sum/0x1cb2e74469db0ae44bedef0824f2e8573c06e888.sol,199.0,rlrep,29,access_control,^0.4.25,TRUE,TRUE,TRUE
0x1ce41d9f3e2c211d3ff301dcc4b4776151e4a9ed,/home/hjh/Desktop/test/sguardplus/sum/0x1ce41d9f3e2c211d3ff301dcc4b4776151e4a9ed.sol,599.0,rlrep,73,access_control,^0.4.25,TRUE,TRUE,TRUE
0x1d0f2332f8c5800fbf344dc4e86ddf97c52b7b67,/home/hjh/Desktop/test/sguardplus/sum/0x1d0f2332f8c5800fbf344dc4e86ddf97c52b7b67.sol,199.0,rlrep,48,access_control,^0.4.18,TRUE,TRUE,TRUE
0x1d5854e7f4dd81d9d4c09097d3cc736c7771f234,/home/hjh/Desktop/test/sguardplus/sum/0x1d5854e7f4dd81d9d4c09097d3cc736c7771f234.sol,199.0,rlrep,33,access_control,^0.4.25,TRUE,TRUE,TRUE
0x1ddbeab4882e8ad8261ca030dd71d0a450494846,/home/hjh/Desktop/test/sguardplus/sum/0x1ddbeab4882e8ad8261ca030dd71d0a450494846.sol,199.0,rlrep,5,unchecked_low_level_calls,^0.4.23,TRUE,TRUE,TRUE
0x1e2bbf1578d1ecd107c95ab550f8c9559a0acca6,/home/hjh/Desktop/test/sguardplus/sum/0x1e2bbf1578d1ecd107c95ab550f8c9559a0acca6.sol,199.0,rlrep,23,Arithmetic,^0.4.13,TRUE,FALSE（未引入safemath库）,FALSE
0x1ef57424c7f38628a0e25177ff61a671fbe4b405,/home/hjh/Desktop/test/sguardplus/sum/0x1ef57424c7f38628a0e25177ff61a671fbe4b405.sol,199.0,rlrep,49,access_control,^0.4.13,TRUE,TRUE,TRUE
0x1f313e1015d362a50a16a479f857637bbb36a353,/home/hjh/Desktop/test/sguardplus/sum/0x1f313e1015d362a50a16a479f857637bbb36a353.sol,199.0,rlrep,33,Reentrancy,^0.4.16,TRUE,TRUE,TRUE
0x1fa71916a1755181f2d82db0ee0630f28b7d2dc6,/home/hjh/Desktop/test/sguardplus/sum/0x1fa71916a1755181f2d82db0ee0630f28b7d2dc6.sol,199.0,rlrep,49,access_control,^0.4.13,TRUE,TRUE,TRUE
0x20f279245cf7d9006f21edcb8d9e291c6e7ecfae,/home/hjh/Desktop/test/sguardplus/sum/0x20f279245cf7d9006f21edcb8d9e291c6e7ecfae.sol,199.0,rlrep,15,Arithmetic,^0.4.19,TRUE,FALSE（未引入safemath库）,FALSE
0x21c6fab4d633c032a31b958c6220847a1fe31c8a,/home/hjh/Desktop/test/sguardplus/sum/0x21c6fab4d633c032a31b958c6220847a1fe31c8a.sol,199.0,rlrep,100,access_control,^0.4.16,TRUE,TRUE,TRUE
0x22fc6aaad8ed676e3baa318765b843d0b3086850,/home/hjh/Desktop/test/sguardplus/sum/0x22fc6aaad8ed676e3baa318765b843d0b3086850.sol,199.0,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE
0x232391765aacf9e075e66162ce4e453afcbf14b5,/home/hjh/Desktop/test/sguardplus/sum/0x232391765aacf9e075e66162ce4e453afcbf14b5.sol,199.0,smartfix,135,Reentrancy,0.8.2,TRUE,TRUE,FALSE（改变原意）
0x2373caa3eaf093dd7a36cdbc94b32ef7f136b597,/home/hjh/Desktop/test/sguardplus/sum/0x2373caa3eaf093dd7a36cdbc94b32ef7f136b597.sol,199.0,rlrep,31,unchecked_low_level_calls,^0.4.21,TRUE,TRUE,TRUE
0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,/home/hjh/Desktop/test/sguardplus/sum/0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol,199.0,SmartBugs,38,Reentrancy,^0.4.19,TRUE,TRUE,TRUE
0x23ab81fd565d49259675eb87209d6899bf2e814d,/home/hjh/Desktop/test/sguardplus/sum/0x23ab81fd565d49259675eb87209d6899bf2e814d.sol,199.0,rlrep,117,access_control,^0.4.21,TRUE,TRUE,TRUE
0x23ba165482e05f7d49563242c7a48d08f5d7d802,/home/hjh/Desktop/test/sguardplus/sum/0x23ba165482e05f7d49563242c7a48d08f5d7d802.sol,199.0,rlrep,9,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,TRUE
0x24dd6e1fe742bd8fd3a1d144fece1680f16296aa,/home/hjh/Desktop/test/sguardplus/sum/0x24dd6e1fe742bd8fd3a1d144fece1680f16296aa.sol,199.0,rlrep,22,Arithmetic,^0.4.16,TRUE,FALSE（未引入safemath库）,FALSE
0x24e188a980b0aeab2c68f3eb20cc823af96a36da,/home/hjh/Desktop/test/sguardplus/sum/0x24e188a980b0aeab2c68f3eb20cc823af96a36da.sol,799.0,rlrep,619,access_control,^0.4.25,TRUE,TRUE,TRUE
0x24f8752ae86cdd340bc40e606e6f89844b1cfe77,/home/hjh/Desktop/test/sguardplus/sum/0x24f8752ae86cdd340bc40e606e6f89844b1cfe77.sol,199.0,rlrep,36,unchecked_low_level_calls,^0.4.16,TRUE,TRUE,TRUE
0x25c08bb7aa204d221288d9739899f4edf96f5fba,/home/hjh/Desktop/test/sguardplus/sum/0x25c08bb7aa204d221288d9739899f4edf96f5fba.sol,199.0,rlrep,49,unchecked_low_level_calls,^0.4.16,TRUE,TRUE,TRUE
0x26fe03c9af82f0ae1ce2497c16ed4f6f3d7c32bd,/home/hjh/Desktop/test/sguardplus/sum/0x26fe03c9af82f0ae1ce2497c16ed4f6f3d7c32bd.sol,199.0,rlrep,20,Arithmetic,^0.4.11,TRUE,FALSE（未引入safemath库）,FALSE
0x2771ef07defb079c309542e11219d97b562ab6b0,/home/hjh/Desktop/test/sguardplus/sum/0x2771ef07defb079c309542e11219d97b562ab6b0.sol,199.0,rlrep,25,Arithmetic,^0.4.19,TRUE,FALSE（未引入safemath库）,FALSE
